symbol,tier,source_category,categories,scan_priority,scanner_frequency,classification_basis
XFLH,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
JCTC,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SAIH,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
GWRE,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SLMT,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
EIKN,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
VNOM,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
TFSL,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
KDP,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MGA,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CRDO,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
UNF,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
DOMO,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CRCL,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MNDO,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AVA,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
TR,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
PFLT,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SOR,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MDT,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
FCRS,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
IPM,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
RSVR,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
RYZ,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SNSE,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MVST,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CPAY,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AMWL,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CB,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
DMRA,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
STKS,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
OCG,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
UPWK,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ARKO,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
TRAK,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AENT,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ENTG,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
TOL,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CCAQ,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MYE,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SVAQ,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SRL,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CCRN,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AKBA,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ERII,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CANG,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
FDXF,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MCY,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CRS,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MHH,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
FNV,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AUPH,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
GEV,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MTA,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MAIN,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
GOLF,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BALL,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
PLTK,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AG,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
NCT,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MEGL,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
NI,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
FPS,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
IPAR,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ING,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
TWG,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
PRDO,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
USAS,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
NTB,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
PCG,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
KAPA,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
PHAR,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
INUV,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
NWN,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
COKE,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ZION,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AZO,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
STAA,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SABS,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
FBLA,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CTMX,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AON,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
REI,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
RBNE,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CTVA,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AXTA,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
DAR,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
FTI,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
RNGR,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BMNR,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
KMTS,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
HCAT,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AUST,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
EZRA,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
WCT,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ASR,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
WK,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
INVX,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
WCC,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ACMR,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
RMCF,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SII,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
NMTC,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BVS,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
EBAY,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
THRY,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
LPX,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
FC,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
LNN,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
DRI,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
TILE,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
JANX,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BELFA,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
LPLA,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
HDB,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CLDX,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
LKFN,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
GLPI,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
IPEX,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AMS,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CZR,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
NNNN,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BNRG,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
WMB,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
POR,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
EE,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
NIVF,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
GTE,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
GDRX,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
FLGT,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
GOGO,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
GLXG,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MKTW,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
NTR,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ATLO,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
EMIS,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AMPY,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BPAC,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MSLE,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ARE,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
E,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ATEX,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MORN,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
DGXX,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ALLO,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
QNST,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AVT,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
FRST,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
XWEL,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
VSTM,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AD,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BLDP,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BZFD,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
LGN,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MDAI,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
ITHA,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SNDL,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
MBBC,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
CLNE,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AVEX,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
PDCC,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
DJT,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
THRM,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SNTI,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
NINE,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
NWS,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
RAL,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
GPGI,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
TBBB,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SSTI,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
P,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
LB,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AADX,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
TIC,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
SMJF,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
BAH,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
TVRD,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
LARK,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AFRI,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
TSLX,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
OMF,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
USIO,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
RF,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
TEAD,Tier 3,nasdaqtrader_nasdaq,Small Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
AMG,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
EQS,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
NIQ,Tier 3,nasdaqtrader_otherlisted,Mid Cap,35,opportunistic,exchange-listed common stock filler; market-cap bucket remains provisional until provider health rows exist
